,Date,Ticker,Expiration,OpenInterest,OpenInterestBefore,CallPut,Strike,StrikeDiff,ClosePrice,ClosePriceAfter,ExpirationDiff
1,2012-02-08,WYN   ,2012-03-17,54.0,54.0,C,43.0,0.4199981689453125,43.41999816894531,43.75,9.0
0,2011-02-09,WYN   ,2011-03-19,472.0,314.0,P,30.0,0.31999969482421875,29.68000030517578,31.09000015258789,9.0
1,2011-02-09,WYN   ,2011-03-19,1043.0,1295.0,C,30.0,0.31999969482421875,29.68000030517578,31.09000015258789,9.0
0,2011-10-20,NFX   ,2011-11-19,4.0,4.0,C,35.0,0.8100013732910156,8.952500343322754,10.149999618530273,2.0
1,2011-10-20,NFX   ,2011-11-19,734.0,855.0,P,35.0,0.8100013732910156,8.952500343322754,10.149999618530273,2.0
0,2011-07-21,NFX   ,2011-08-20,0.0,0.0,P,75.0,2.1500015258789062,18.212499618530273,12.117500305175781,2.0
1,2011-07-21,NFX   ,2011-08-20,1230.0,856.0,C,75.0,2.1500015258789062,18.212499618530273,12.117500305175781,2.0
0,2011-04-21,NFX   ,2011-05-21,352.0,322.0,P,70.0,1.69000244140625,17.922500610351562,18.725000381469727,1.0
1,2011-04-21,NFX   ,2011-05-21,677.0,1176.0,C,70.0,1.69000244140625,17.922500610351562,18.725000381469727,1.0
0,2011-02-17,NFX   ,2011-03-19,771.0,769.0,C,70.0,0.8000030517578125,17.299999237060547,18.014999389648438,1.0
1,2011-02-17,NFX   ,2011-03-19,844.0,838.0,P,70.0,0.8000030517578125,17.299999237060547,18.014999389648438,1.0
0,2013-07-18,STLD  ,2013-08-17,3441.0,3485.0,P,15.0,0.3400001525878906,3.8350000381469727,4.03000020980835,2.0
1,2013-07-18,STLD  ,2013-08-17,3657.0,3700.0,C,15.0,0.3400001525878906,3.8350000381469727,4.03000020980835,2.0
0,2013-04-18,STLD  ,2013-05-18,259.0,234.0,C,14.0,0.38000011444091797,3.5950000286102295,3.759999990463257,2.0
1,2013-04-18,STLD  ,2013-05-18,682.0,624.0,P,14.0,0.38000011444091797,3.5950000286102295,3.759999990463257,2.0
0,2012-10-18,STLD  ,2012-11-17,602.0,610.0,P,13.0,0.0,3.25,3.072499990463257,2.0
1,2012-10-18,STLD  ,2012-11-17,821.0,741.0,C,13.0,0.0,3.25,3.072499990463257,2.0
0,2012-04-19,STLD  ,2012-05-19,397.0,389.0,P,13.0,0.11999988555908203,3.2799999713897705,2.6675000190734863,2.0
1,2012-04-19,STLD  ,2012-05-19,557.0,557.0,C,13.0,0.11999988555908203,3.2799999713897705,2.6675000190734863,2.0
0,2011-10-18,STLD  ,2011-11-19,563.0,657.0,P,12.0,0.48999977111816406,2.877500057220459,3.4049999713897705,4.0
1,2011-10-18,STLD  ,2011-11-19,3388.0,3359.0,C,12.0,0.48999977111816406,2.877500057220459,3.4049999713897705,4.0
0,2011-07-19,STLD  ,2011-08-20,1126.0,956.0,P,16.0,0.1399993896484375,4.034999847412109,3.132499933242798,4.0
1,2011-07-19,STLD  ,2011-08-20,2639.0,1744.0,C,16.0,0.1399993896484375,4.034999847412109,3.132499933242798,4.0
0,2011-04-19,STLD  ,2011-05-21,1963.0,1895.0,P,18.0,0.45999908447265625,4.614999771118164,4.322500228881836,3.0
1,2011-04-19,STLD  ,2011-05-21,9778.0,9415.0,C,18.0,0.45999908447265625,4.614999771118164,4.322500228881836,3.0
0,2013-02-12,KORS  ,2013-03-16,8.0,8.0,P,62.5,0.5,62.0,58.5099983215332,3.0
1,2013-02-12,KORS  ,2013-03-16,9657.0,7456.0,C,62.5,0.5,62.0,58.5099983215332,3.0
0,2012-11-13,KORS  ,2012-12-22,730.0,871.0,C,50.0,1.0099983215332031,51.0099983215332,49.790000915527344,10.0
1,2012-11-13,KORS  ,2012-12-22,6072.0,5992.0,P,50.0,1.0099983215332031,51.0099983215332,49.790000915527344,10.0
0,2012-08-14,KORS  ,2012-09-22,0.0,0.0,P,49.0,0.3300018310546875,49.33000183105469,52.9900016784668,10.0
1,2012-08-14,KORS  ,2012-09-22,154.0,89.0,C,49.0,0.3300018310546875,49.33000183105469,52.9900016784668,10.0
0,2012-06-12,KORS  ,2012-07-21,127.0,114.0,C,41.0,0.09999847412109375,41.099998474121094,40.689998626708984,10.0
1,2012-06-12,KORS  ,2012-07-21,182.0,176.0,P,41.0,0.09999847412109375,41.099998474121094,40.689998626708984,10.0
0,2013-03-20,LEN   ,2013-04-20,39.0,39.0,P,43.0,0.40000152587890625,21.700000762939453,18.614999771118164,2.0
1,2013-03-20,LEN   ,2013-04-20,2958.0,2834.0,C,43.0,0.40000152587890625,21.700000762939453,18.614999771118164,2.0
0,2013-01-15,LEN   ,2013-02-16,457.0,418.0,P,41.0,0.31999969482421875,20.34000015258789,20.415000915527344,3.0
1,2013-01-15,LEN   ,2013-02-16,3779.0,3509.0,C,41.0,0.31999969482421875,20.34000015258789,20.415000915527344,3.0
0,2012-01-11,LEN   ,2012-02-18,314.0,314.0,P,22.0,0.25,11.125,11.869999885559082,9.0
1,2012-01-11,LEN   ,2012-02-18,405.0,321.0,C,22.0,0.25,11.125,11.869999885559082,9.0
0,2011-09-19,LEN   ,2011-10-22,380.0,334.0,P,14.0,0.4700002670288086,7.235000133514404,7.284999847412109,5.0
1,2011-09-19,LEN   ,2011-10-22,1207.0,963.0,C,14.0,0.4700002670288086,7.235000133514404,7.284999847412109,5.0
0,2011-01-11,LEN   ,2011-02-19,239.0,139.0,P,20.0,0.23999977111816406,10.119999885559082,10.425000190734863,10.0
1,2011-01-11,LEN   ,2011-02-19,3466.0,3263.0,C,20.0,0.23999977111816406,10.119999885559082,10.425000190734863,10.0
0,2013-02-12,SPR   ,2013-03-16,0.0,0.0,P,17.5,0.5499992370605469,16.950000762939453,18.530000686645508,3.0
1,2013-02-12,SPR   ,2013-03-16,265.0,263.0,C,17.5,0.5499992370605469,16.950000762939453,18.530000686645508,3.0
0,2012-02-09,SPR   ,2012-03-17,0.0,0.0,P,25.0,0.8400001525878906,24.15999984741211,25.6299991607666,8.0
1,2012-02-09,SPR   ,2012-03-17,82.0,23.0,C,25.0,0.8400001525878906,24.15999984741211,25.6299991607666,8.0
0,2011-02-10,SPR   ,2011-03-19,15.0,15.0,P,25.0,0.12999916076660156,24.8700008392334,25.329999923706055,8.0
1,2011-02-10,SPR   ,2011-03-19,59.0,15.0,C,25.0,0.12999916076660156,24.8700008392334,25.329999923706055,8.0
0,2013-02-01,UGI   ,2013-03-16,4.0,2.0,P,35.0,0.9099998474121094,11.970000267028809,12.09999942779541,12.0
1,2013-02-01,UGI   ,2013-03-16,54.0,54.0,C,35.0,0.9099998474121094,11.970000267028809,12.09999942779541,12.0
0,2012-11-09,UGI   ,2012-12-22,0.0,0.0,C,30.0,1.5300006866455078,10.510000228881836,11.020000457763672,12.0
1,2012-11-09,UGI   ,2012-12-22,0.0,0.0,P,30.0,1.5300006866455078,10.510000228881836,11.020000457763672,12.0
0,2012-08-08,UGI   ,2012-09-22,0.0,0.0,C,30.0,0.2800006866455078,10.09333324432373,10.486666679382324,16.0
1,2012-08-08,UGI   ,2012-09-22,0.0,0.0,P,30.0,0.2800006866455078,10.09333324432373,10.486666679382324,16.0
0,2011-11-09,UGI   ,2011-12-17,0.0,0.0,P,30.0,1.7099990844726562,9.430000305175781,9.426667213439941,9.0
1,2011-11-09,UGI   ,2011-12-17,50.0,50.0,C,30.0,1.7099990844726562,9.430000305175781,9.426667213439941,9.0
0,2013-07-19,RGA   ,2013-08-17,1.0,1.0,P,70.0,2.0500030517578125,67.94999694824219,65.33000183105469,1.0
1,2013-07-19,RGA   ,2013-08-17,31.0,31.0,C,70.0,2.0500030517578125,67.94999694824219,65.33000183105469,1.0
0,2013-02-01,RGA   ,2013-03-16,0.0,0.0,P,60.0,1.3400001525878906,58.65999984741211,57.77000045776367,12.0
1,2013-02-01,RGA   ,2013-03-16,2.0,2.0,C,60.0,1.3400001525878906,58.65999984741211,57.77000045776367,12.0
0,2013-04-11,RAD   ,2013-05-18,117.0,117.0,P,2.0,0.11999988555908203,1.059999942779541,1.2649999856948853,9.0
1,2013-04-11,RAD   ,2013-05-18,664.0,548.0,C,2.0,0.11999988555908203,1.059999942779541,1.2649999856948853,9.0
0,2012-09-20,RAD   ,2012-10-20,1394.0,1391.0,P,1.5,0.23000001907348633,0.6349999904632568,0.5849999785423279,2.0
1,2012-09-20,RAD   ,2012-10-20,62268.0,62272.0,C,1.5,0.23000001907348633,0.6349999904632568,0.5849999785423279,2.0
0,2012-06-21,RAD   ,2012-07-21,447.0,446.0,P,1.5,0.25,0.625,0.6000000238418579,1.0
1,2012-06-21,RAD   ,2012-07-21,967.0,965.0,P,1.0,0.25,0.625,0.6000000238418579,1.0
2,2012-06-21,RAD   ,2012-07-21,1295.0,1294.0,C,1.5,0.25,0.625,0.6000000238418579,1.0
3,2012-06-21,RAD   ,2012-07-21,1528.0,1353.0,C,1.0,0.25,0.625,0.6000000238418579,1.0
0,2013-06-20,RAD   ,2013-07-20,4488.0,4416.0,P,3.0,0.11999988555908203,1.440000057220459,1.5049999952316284,1.0
1,2013-06-20,RAD   ,2013-07-20,29924.0,26422.0,C,3.0,0.11999988555908203,1.440000057220459,1.5049999952316284,1.0
0,2012-04-12,RAD   ,2012-05-19,183.0,183.0,P,2.0,0.2799999713897705,0.8600000143051147,0.7149999737739563,9.0
1,2012-04-12,RAD   ,2012-05-19,27087.0,27477.0,C,2.0,0.2799999713897705,0.8600000143051147,0.7149999737739563,9.0
0,2011-12-15,RAD   ,2012-01-21,1158.0,1154.0,P,1.0,0.1799999475479126,0.5899999737739563,0.6449999809265137,8.0
1,2011-12-15,RAD   ,2012-01-21,1633.0,1627.0,C,1.0,0.1799999475479126,0.5899999737739563,0.6449999809265137,8.0
0,2011-09-22,RAD   ,2011-10-22,1340.0,1273.0,C,1.0,0.019999980926513672,0.5099999904632568,0.5299999713897705,2.0
1,2011-09-22,RAD   ,2011-10-22,2687.0,2687.0,P,1.0,0.019999980926513672,0.5099999904632568,0.5299999713897705,2.0
0,2011-04-07,RAD   ,2011-05-21,0.0,0.0,P,1.0,0.08000004291534424,0.5400000214576721,0.574999988079071,15.0
1,2011-04-07,RAD   ,2011-05-21,39.0,37.0,C,1.0,0.08000004291534424,0.5400000214576721,0.574999988079071,15.0
0,2013-02-14,BWA   ,2013-03-16,130.0,125.0,C,75.0,0.1399993896484375,18.78499984741211,19.940000534057617,1.0
1,2013-02-14,BWA   ,2013-03-16,248.0,164.0,P,75.0,0.1399993896484375,18.78499984741211,19.940000534057617,1.0
0,2012-02-14,BWA   ,2012-03-17,660.0,261.0,C,80.0,0.589996337890625,19.852500915527344,21.665000915527344,3.0
1,2012-02-14,BWA   ,2012-03-17,1240.0,1240.0,P,80.0,0.589996337890625,19.852500915527344,21.665000915527344,3.0
0,2011-02-10,BWA   ,2011-03-19,12.0,12.0,P,75.0,1.2300033569335938,18.4424991607666,18.665000915527344,8.0
1,2011-02-10,BWA   ,2011-03-19,218.0,209.0,C,75.0,1.2300033569335938,18.4424991607666,18.665000915527344,8.0
0,2013-05-09,AES   ,2013-06-22,127.0,127.0,C,13.0,0.2200002670288086,3.305000066757202,3.127500057220459,15.0
1,2013-05-09,AES   ,2013-06-22,317.0,317.0,P,13.0,0.2200002670288086,3.305000066757202,3.127500057220459,15.0
0,2012-11-07,AES   ,2012-12-22,0.0,0.0,C,10.0,0.06999969482421875,2.5174999237060547,2.7100000381469727,16.0
1,2012-11-07,AES   ,2012-12-22,35.0,35.0,P,10.0,0.06999969482421875,2.5174999237060547,2.7100000381469727,16.0
0,2012-05-04,AES   ,2012-06-16,9.0,1.0,P,12.0,0.07999992370605469,3.0199999809265137,2.9549999237060547,12.0
1,2012-05-04,AES   ,2012-06-16,16.0,16.0,C,12.0,0.07999992370605469,3.0199999809265137,2.9549999237060547,12.0
0,2011-11-04,AES   ,2011-12-17,0.0,0.0,P,12.0,0.09000015258789062,2.9774999618530273,3.0199999809265137,12.0
1,2011-11-04,AES   ,2011-12-17,146.0,146.0,C,12.0,0.09000015258789062,2.9774999618530273,3.0199999809265137,12.0
0,2011-05-09,AES   ,2011-06-18,395.0,122.0,P,13.0,0.1400003433227539,3.2850000858306885,3.0824999809265137,11.0
1,2011-05-09,AES   ,2011-06-18,5035.0,4646.0,C,13.0,0.1400003433227539,3.2850000858306885,3.0824999809265137,11.0
0,2013-05-17,JWN   ,2013-06-22,1286.0,180.0,P,60.0,0.6800003051757812,15.170000076293945,14.772500038146973,5.0
1,2013-05-17,JWN   ,2013-06-22,3944.0,4004.0,C,60.0,0.6800003051757812,15.170000076293945,14.772500038146973,5.0
0,2012-11-09,JWN   ,2012-12-22,230.0,157.0,C,55.0,0.20999908447265625,13.697500228881836,13.0649995803833,12.0
1,2012-11-09,JWN   ,2012-12-22,475.0,431.0,P,55.0,0.20999908447265625,13.697500228881836,13.0649995803833,12.0
0,2012-08-10,JWN   ,2012-09-22,593.0,435.0,C,55.0,1.1300010681152344,14.032500267028809,14.46500015258789,12.0
1,2012-08-10,JWN   ,2012-09-22,601.0,336.0,P,55.0,1.1300010681152344,14.032500267028809,14.46500015258789,12.0
0,2012-05-11,JWN   ,2012-06-16,1.0,0.0,C,50.0,0.9599990844726562,12.739999771118164,11.925000190734863,5.0
1,2012-05-11,JWN   ,2012-06-16,465.0,355.0,P,50.0,0.9599990844726562,12.739999771118164,11.925000190734863,5.0
0,2011-11-11,JWN   ,2011-12-17,3.0,0.0,C,49.0,0.4799995422363281,12.369999885559082,12.104999542236328,5.0
1,2011-11-11,JWN   ,2011-12-17,12.0,0.0,P,49.0,0.4799995422363281,12.369999885559082,12.104999542236328,5.0
0,2011-08-12,JWN   ,2011-09-17,80.0,66.0,C,44.0,0.279998779296875,11.069999694824219,11.385000228881836,5.0
1,2011-08-12,JWN   ,2011-09-17,207.0,187.0,P,44.0,0.279998779296875,11.069999694824219,11.385000228881836,5.0
0,2011-05-13,JWN   ,2011-06-18,256.0,178.0,P,48.0,0.3699989318847656,11.907500267028809,10.637499809265137,5.0
1,2011-05-13,JWN   ,2011-06-18,679.0,395.0,C,48.0,0.3699989318847656,11.907500267028809,10.637499809265137,5.0
0,2013-07-18,CCK   ,2013-08-17,0.0,0.0,C,44.0,0.060001373291015625,44.060001373291016,44.20000076293945,2.0
1,2013-07-18,CCK   ,2013-08-17,0.0,0.0,P,44.0,0.060001373291015625,44.060001373291016,44.20000076293945,2.0
0,2013-04-18,CCK   ,2013-05-18,0.0,0.0,C,40.0,0.22999954223632812,40.22999954223633,43.869998931884766,2.0
1,2013-04-18,CCK   ,2013-05-18,0.0,0.0,P,40.0,0.22999954223632812,40.22999954223633,43.869998931884766,2.0
0,2012-10-18,CCK   ,2012-11-17,54.0,54.0,P,37.0,0.5,37.5,36.38999938964844,2.0
1,2012-10-18,CCK   ,2012-11-17,71.0,71.0,P,38.0,0.5,37.5,36.38999938964844,2.0
2,2012-10-18,CCK   ,2012-11-17,81.0,81.0,C,37.0,0.5,37.5,36.38999938964844,2.0
3,2012-10-18,CCK   ,2012-11-17,567.0,566.0,C,38.0,0.5,37.5,36.38999938964844,2.0
0,2012-04-19,CCK   ,2012-05-19,4.0,4.0,P,37.0,0.3300018310546875,37.33000183105469,34.439998626708984,2.0
1,2012-04-19,CCK   ,2012-05-19,81.0,81.0,C,37.0,0.3300018310546875,37.33000183105469,34.439998626708984,2.0
0,2012-07-19,CCK   ,2012-08-18,1.0,1.0,C,36.0,0.06999969482421875,36.06999969482422,36.790000915527344,2.0
1,2012-07-19,CCK   ,2012-08-18,10.0,10.0,P,36.0,0.06999969482421875,36.06999969482422,36.790000915527344,2.0
0,2011-10-19,CCK   ,2011-11-19,17.0,17.0,P,33.0,0.11999893188476562,32.880001068115234,32.040000915527344,3.0
1,2011-10-19,CCK   ,2011-11-19,918.0,918.0,C,33.0,0.11999893188476562,32.880001068115234,32.040000915527344,3.0
0,2011-07-20,CCK   ,2011-08-20,174.0,57.0,P,38.0,0.2599983215332031,38.2599983215332,35.5,3.0
1,2011-07-20,CCK   ,2011-08-20,1951.0,1909.0,C,38.0,0.2599983215332031,38.2599983215332,35.5,3.0
0,2011-04-20,CCK   ,2011-05-21,76.0,66.0,C,38.0,0.25,37.75,41.189998626708984,2.0
1,2011-04-20,CCK   ,2011-05-21,120.0,120.0,P,38.0,0.25,37.75,41.189998626708984,2.0
0,2013-05-23,SIG   ,2013-06-22,16.0,15.0,C,70.0,0.6800003051757812,471.1999816894531,441.7999572753906,1.0
1,2013-05-23,SIG   ,2013-06-22,85.0,60.0,P,70.0,0.6800003051757812,471.1999816894531,441.7999572753906,1.0
0,2012-11-20,SIG   ,2012-12-22,0.0,0.0,C,50.0,1.5200004577636719,343.4666442871094,371.79998779296875,3.0
1,2012-11-20,SIG   ,2012-12-22,834.0,800.0,P,50.0,1.5200004577636719,343.4666442871094,371.79998779296875,3.0
0,2012-08-23,SIG   ,2012-09-22,32.0,14.0,C,45.0,1.8800010681152344,312.5333251953125,333.33331298828125,1.0
1,2012-08-23,SIG   ,2012-09-22,64.0,54.0,P,45.0,1.8800010681152344,312.5333251953125,333.33331298828125,1.0
0,2012-03-22,SIG   ,2012-04-21,16.0,1.0,P,50.0,0.7900009155273438,328.066650390625,317.6666564941406,1.0
1,2012-03-22,SIG   ,2012-04-21,170.0,160.0,C,50.0,0.7900009155273438,328.066650390625,317.6666564941406,1.0
0,2013-02-06,TRMB  ,2013-03-16,6.0,10.0,P,60.0,0.6899986267089844,20.229999542236328,20.44999885559082,9.0
1,2013-02-06,TRMB  ,2013-03-16,7.0,7.0,C,60.0,0.6899986267089844,20.229999542236328,20.44999885559082,9.0
0,2012-05-04,TRMB  ,2012-06-16,0.0,0.0,P,52.5,0.9000015258789062,17.19999885559082,15.09999942779541,12.0
1,2012-05-04,TRMB  ,2012-06-16,20.0,15.0,C,52.5,0.9000015258789062,17.19999885559082,15.09999942779541,12.0
0,2012-02-03,TRMB  ,2012-03-17,1.0,0.0,P,50.0,0.8300018310546875,16.943334579467773,16.43000030517578,12.0
1,2012-02-03,TRMB  ,2012-03-17,104.0,104.0,C,50.0,0.8300018310546875,16.943334579467773,16.43000030517578,12.0
0,2011-02-04,TRMB  ,2011-03-19,10.0,10.0,P,50.0,2.1199989318847656,15.960000038146973,16.496667861938477,12.0
1,2011-02-04,TRMB  ,2011-03-19,52.0,51.0,C,50.0,2.1199989318847656,15.960000038146973,16.496667861938477,12.0
0,2011-04-20,NDAQ  ,2011-05-21,358.0,85.0,P,27.0,0.31999969482421875,27.31999969482422,26.1299991607666,2.0
1,2011-04-20,NDAQ  ,2011-05-21,2590.0,2595.0,C,27.0,0.31999969482421875,27.31999969482422,26.1299991607666,2.0
0,2013-05-07,BR    ,2013-06-22,11.0,11.0,P,25.0,1.0,26.0,26.299999237060547,17.0
1,2013-05-07,BR    ,2013-06-22,967.0,967.0,C,25.0,1.0,26.0,26.299999237060547,17.0
0,2012-11-06,BR    ,2012-12-22,87.0,87.0,C,22.5,0.5400009155273438,23.040000915527344,23.549999237060547,17.0
1,2012-11-06,BR    ,2012-12-22,88.0,84.0,P,22.5,0.5400009155273438,23.040000915527344,23.549999237060547,17.0
0,2012-05-08,BR    ,2012-06-16,119.0,94.0,C,22.5,0.6499996185302734,21.850000381469727,20.729999542236328,10.0
1,2012-05-08,BR    ,2012-06-16,126.0,126.0,P,22.5,0.6499996185302734,21.850000381469727,20.729999542236328,10.0
0,2012-02-07,BR    ,2012-03-17,40.0,40.0,P,25.0,0.8700008392333984,24.1299991607666,23.809999465942383,10.0
1,2012-02-07,BR    ,2012-03-17,154.0,76.0,C,25.0,0.8700008392333984,24.1299991607666,23.809999465942383,10.0
0,2011-02-08,BR    ,2011-03-19,299.0,299.0,C,22.5,0.7000007629394531,21.799999237060547,22.59000015258789,10.0
1,2011-02-08,BR    ,2011-03-19,373.0,375.0,P,22.5,0.7000007629394531,21.799999237060547,22.59000015258789,10.0
0,2011-08-11,BR    ,2011-09-17,26.0,26.0,C,20.0,0.9599990844726562,20.959999084472656,19.979999542236328,8.0
1,2011-08-11,BR    ,2011-09-17,101.0,101.0,P,20.0,0.9599990844726562,20.959999084472656,19.979999542236328,8.0
0,2012-05-04,FLR   ,2012-06-16,288.0,270.0,P,57.5,0.5699996948242188,28.46500015258789,23.110000610351562,12.0
1,2012-05-04,FLR   ,2012-06-16,751.0,132.0,C,57.5,0.5699996948242188,28.46500015258789,23.110000610351562,12.0
0,2011-11-04,FLR   ,2011-12-17,35.0,34.0,P,55.0,0.1399993896484375,27.43000030517578,27.559999465942383,12.0
1,2011-11-04,FLR   ,2011-12-17,50.0,31.0,C,55.0,0.1399993896484375,27.43000030517578,27.559999465942383,12.0
0,2011-05-06,FLR   ,2011-06-18,83.0,83.0,P,70.0,0.8700027465820312,35.435001373291016,31.625,12.0
1,2011-05-06,FLR   ,2011-06-18,309.0,213.0,C,70.0,0.8700027465820312,35.435001373291016,31.625,12.0
0,2011-05-06,LNG   ,2011-06-18,1285.0,1257.0,P,8.0,0.09999990463256836,47.39905548095703,59.998802185058594,12.0
1,2011-05-06,LNG   ,2011-06-18,2149.0,2068.0,C,8.0,0.09999990463256836,47.39905548095703,59.998802185058594,12.0
0,2013-02-05,IEX   ,2013-03-16,0.0,0.0,C,50.0,1.0400009155273438,14.50666618347168,15.17629623413086,10.0
1,2013-02-05,IEX   ,2013-03-16,0.0,0.0,P,50.0,1.0400009155273438,14.50666618347168,15.17629623413086,10.0
0,2012-02-07,IEX   ,2012-03-17,0.0,0.0,C,40.0,2.0600013732910156,12.462223052978516,11.875555992126465,10.0
1,2012-02-07,IEX   ,2012-03-17,0.0,0.0,P,40.0,2.0600013732910156,12.462223052978516,11.875555992126465,10.0
0,2011-10-20,IEX   ,2011-11-19,0.0,0.0,P,35.0,1.0200004577636719,10.068147659301758,10.100740432739258,2.0
1,2011-10-20,IEX   ,2011-11-19,60.0,60.0,C,35.0,1.0200004577636719,10.068147659301758,10.100740432739258,2.0
0,2011-07-21,IEX   ,2011-08-20,0.0,0.0,P,45.0,0.24000167846679688,13.262221336364746,10.020740509033203,2.0
1,2011-07-21,IEX   ,2011-08-20,62.0,62.0,C,45.0,0.24000167846679688,13.262221336364746,10.020740509033203,2.0
0,2011-04-21,IEX   ,2011-05-21,0.0,0.0,C,45.0,1.7299995422363281,13.845925331115723,13.20888900756836,1.0
1,2011-04-21,IEX   ,2011-05-21,0.0,0.0,P,45.0,1.7299995422363281,13.845925331115723,13.20888900756836,1.0
0,2013-02-08,CSL   ,2013-03-16,0.0,0.0,P,65.0,2.3799972534179688,16.844999313354492,17.434999465942383,5.0
1,2013-02-08,CSL   ,2013-03-16,58.0,73.0,C,65.0,2.3799972534179688,16.844999313354492,17.434999465942383,5.0
0,2011-02-07,CSL   ,2011-03-19,55.0,55.0,P,40.0,2.470001220703125,10.617500305175781,10.6875,11.0
1,2011-02-07,CSL   ,2011-03-19,335.0,335.0,C,40.0,2.470001220703125,10.617500305175781,10.6875,11.0
0,2013-02-07,FMC   ,2013-03-16,0.0,0.0,P,60.0,0.22999954223632812,14.942500114440918,15.279999732971191,8.0
1,2013-02-07,FMC   ,2013-03-16,162.0,12.0,C,60.0,0.22999954223632812,14.942500114440918,15.279999732971191,8.0
0,2012-02-09,FMC   ,2012-03-17,0.0,0.0,P,95.0,2.1999969482421875,46.400001525878906,49.560001373291016,8.0
1,2012-02-09,FMC   ,2012-03-17,40.0,40.0,C,95.0,2.1999969482421875,46.400001525878906,49.560001373291016,8.0
0,2011-02-08,FMC   ,2011-03-19,0.0,0.0,P,85.0,2.5,41.25,38.07500076293945,10.0
1,2011-02-08,FMC   ,2011-03-19,28.0,0.0,P,80.0,2.5,41.25,38.07500076293945,10.0
2,2011-02-08,FMC   ,2011-03-19,75.0,20.0,C,85.0,2.5,41.25,38.07500076293945,10.0
3,2011-02-08,FMC   ,2011-03-19,205.0,104.0,C,80.0,2.5,41.25,38.07500076293945,10.0
0,2013-02-07,MAA   ,2013-03-16,10.0,10.0,P,65.0,0.43000030517578125,65.43000030517578,68.20999908447266,8.0
1,2013-02-07,MAA   ,2013-03-16,39.0,39.0,C,65.0,0.43000030517578125,65.43000030517578,68.20999908447266,8.0
0,2011-11-04,MAA   ,2011-12-17,42.0,42.0,C,60.0,1.4599990844726562,61.459999084472656,58.06999969482422,12.0
1,2011-11-04,MAA   ,2011-12-17,680.0,680.0,P,60.0,1.4599990844726562,61.459999084472656,58.06999969482422,12.0
0,2011-05-06,MAA   ,2011-06-18,24.0,24.0,P,70.0,2.4599990844726562,67.54000091552734,66.55000305175781,12.0
1,2011-05-06,MAA   ,2011-06-18,767.0,767.0,C,70.0,2.4599990844726562,67.54000091552734,66.55000305175781,12.0
0,2011-02-04,MAA   ,2011-03-19,382.0,382.0,P,60.0,1.5400009155273438,61.540000915527344,60.91999816894531,12.0
1,2011-02-04,MAA   ,2011-03-19,651.0,651.0,C,60.0,1.5400009155273438,61.540000915527344,60.91999816894531,12.0
0,2013-02-07,MSCI  ,2013-03-16,0.0,0.0,C,33.0,0.4799995422363281,33.47999954223633,33.540000915527344,8.0
1,2013-02-07,MSCI  ,2013-03-16,0.0,0.0,P,33.0,0.4799995422363281,33.47999954223633,33.540000915527344,8.0
0,2012-11-06,MSCI  ,2012-12-22,13.0,13.0,C,25.0,1.1000003814697266,26.100000381469727,29.510000228881836,17.0
1,2012-11-06,MSCI  ,2012-12-22,36.0,36.0,P,25.0,1.1000003814697266,26.100000381469727,29.510000228881836,17.0
0,2011-01-13,MSCI  ,2011-02-19,0.0,0.0,C,35.0,1.75,36.75,36.11000061035156,8.0
1,2011-01-13,MSCI  ,2011-02-19,16.0,1.0,P,35.0,1.75,36.75,36.11000061035156,8.0
0,2013-05-09,MIDD  ,2013-06-22,4.0,4.0,P,150.0,1.779998779296875,75.88999938964844,83.75,15.0
1,2013-05-09,MIDD  ,2013-06-22,44.0,44.0,C,150.0,1.779998779296875,75.88999938964844,83.75,15.0
0,2012-11-07,MIDD  ,2012-12-22,5.0,5.0,P,125.0,0.34999847412109375,62.32500076293945,64.31999969482422,16.0
1,2012-11-07,MIDD  ,2012-12-22,37.0,37.0,C,125.0,0.34999847412109375,62.32500076293945,64.31999969482422,16.0
0,2012-05-11,MIDD  ,2012-06-16,10.0,10.0,P,100.0,1.4499969482421875,49.275001525878906,48.19499969482422,5.0
1,2012-05-11,MIDD  ,2012-06-16,35.0,35.0,C,100.0,1.4499969482421875,49.275001525878906,48.19499969482422,5.0
0,2011-11-09,MIDD  ,2011-12-17,7.0,7.0,P,85.0,2.279998779296875,43.63999938964844,47.14500045776367,9.0
1,2011-11-09,MIDD  ,2011-12-17,56.0,56.0,C,85.0,2.279998779296875,43.63999938964844,47.14500045776367,9.0
0,2011-08-11,MIDD  ,2011-09-17,10.0,10.0,C,75.0,0.05999755859375,37.470001220703125,35.209999084472656,8.0
1,2011-08-11,MIDD  ,2011-09-17,52.0,52.0,P,75.0,0.05999755859375,37.470001220703125,35.209999084472656,8.0
0,2011-05-12,MIDD  ,2011-06-18,46.0,52.0,P,90.0,0.9800033569335938,44.5099983215332,40.130001068115234,8.0
1,2011-05-12,MIDD  ,2011-06-18,60.0,60.0,C,90.0,0.9800033569335938,44.5099983215332,40.130001068115234,8.0
0,2012-11-12,JEC   ,2012-12-22,59.0,54.0,C,39.0,0.29000091552734375,9.822500228881836,10.604999542236328,11.0
1,2012-11-12,JEC   ,2012-12-22,84.0,84.0,P,39.0,0.29000091552734375,9.822500228881836,10.604999542236328,11.0
0,2011-11-15,JEC   ,2011-12-17,2.0,0.0,P,41.0,0.1699981689453125,10.292499542236328,9.9375,3.0
